,id,item,rating
281,32,Q54_1,3
282,32,Q54_2,4
283,32,Q54_3,4
284,32,Q120,5
285,32,Q50,5
286,32,Q54_4,5
287,32,Q54_5,5
288,33,Q55,5
289,34,Q6_3,3
290,34,Q5,4
291,34,Q6_1,4
292,34,Q7,4
293,34,Q60,4
294,34,Q3,5
295,35,Q107__1,2
296,35,Q50,2
297,35,Q52,2
298,35,Q114,3
299,35,Q108__1,3
300,35,Q48,3
301,36,Q108,1
302,36,Q141,1
303,36,Q126,4
304,36,Q55,5
305,36,Q130,5
306,37,Q108,1
307,37,Q141,1
308,37,Q130,5
309,37,Q106_1,5
310,37,Q106_2,5
311,37,Q106_3,5
312,37,Q126,5
313,38,Q137,1
314,38,Q50,1
315,38,Q116__1,3
316,38,Q129,4
317,38,Q114,4
318,38,Q107__1,4
319,38,Q108__1,4
320,38,Q48,4
321,38,Q52,4
322,38,Q114_1,5
323,38,Q114_2,5
324,38,Q114_3,5
325,38,Q54_1,5
326,38,Q54_2,5
327,38,Q54_3,5
328,38,Q54_4,5
329,38,Q54_5,5
330,39,Q130,1
331,39,Q106_1,1
332,39,Q106_2,1
333,39,Q106_3,1
334,39,Q126,1
335,39,Q108,1
336,39,Q141,1
337,39,Q129,1
338,39,Q116__1,1
339,39,Q137,1
340,39,Q114_1,5
341,39,Q114_2,5
342,39,Q114_3,5
343,40,Q5,4
344,40,Q60,4
345,40,Q3,5
346,40,Q6_1,5
347,40,Q6_2,5
348,40,Q6_3,5
349,40,Q6_4,5
350,40,Q7,5
351,41,Q108,1
352,41,Q141,1
353,41,Q111,1
354,41,Q35,4
355,41,Q130,5
356,41,Q106_1,5
357,41,Q106_2,5
358,41,Q106_3,5
359,41,Q126,5
360,41,Q120,5
361,41,Q37_1,5
362,41,Q37_2,5
363,41,Q37_3,5
364,41,Q37_4,5
365,42,Q108,1
366,42,Q141,1
367,42,Q130,3
368,42,Q106_1,3
369,42,Q106_2,3
370,42,Q106_3,3
371,42,Q126,4
372,43,Q53_1,3
373,43,Q53_2,3
374,43,Q53_3,3
375,43,Q53_4,3
376,44,Q108,1
377,44,Q141,1
378,44,Q126,4
379,44,Q130,5
380,45,Q108,1
381,45,Q141,1
382,45,Q106_1,3
383,45,Q106_2,3
384,45,Q107__1,3
385,45,Q126,4
386,45,Q130,5
387,45,Q106_3,5
388,45,Q114,5
389,45,Q108__1,5
390,45,Q50,5
391,45,Q54_1,5
392,45,Q54_2,5
393,45,Q54_3,5
394,45,Q54_4,5
395,45,Q54_5,5
396,46,Q35,1
397,46,Q111,1
398,46,Q5,4
399,46,Q60,4
400,46,Q120,5
401,46,Q3,5
402,46,Q6_1,5
403,46,Q6_2,5
404,46,Q6_3,5
405,46,Q6_4,5
406,46,Q7,5
407,47,Q53_2,1
408,47,Q53_3,1
409,47,Q53_4,3
410,47,Q55,3
411,47,Q53_1,5
412,48,Q138,1
413,48,Q108,1
414,48,Q141,1
415,48,Q131,3
416,48,Q109,3
417,48,Q126,3
418,48,Q96,4
419,48,Q100,4
420,48,Q104,4
421,48,Q134,4
422,48,Q102_1,5
423,48,Q102_2,5
424,48,Q102_3,5
425,48,Q102_4,5
426,48,Q130,5
427,48,Q106_1,5
428,48,Q106_2,5
429,48,Q106_3,5
430,49,Q35,1
431,49,Q111,1
432,49,Q54_2,1
433,49,Q54_3,1
434,49,Q54_4,1
435,49,Q54_5,1
436,49,Q48,2
437,49,Q114,3
438,49,Q107__1,3
439,49,Q108__1,3
440,49,Q120,4
441,49,Q54_1,4
442,49,Q50,5
443,50,Q15,1
444,50,Q40,4
445,51,Q37_2,1
446,51,Q37_3,1
447,51,Q37_4,1
448,51,Q37_5,1
449,51,Q111,1
450,51,Q114,1
451,51,Q120,3
452,51,Q37_1,3
453,51,Q48,3
454,51,Q35,4
455,51,Q107__1,4
456,51,Q108__1,4
457,51,Q50,5
458,51,Q54_1,5
459,51,Q54_2,5
460,51,Q54_3,5
461,51,Q54_4,5
462,51,Q54_5,5
463,52,Q111,1
464,52,Q54_4,2
465,52,Q114,3
466,52,Q54_2,3
467,52,Q54_5,3
468,52,Q35,4
469,52,Q37_1,4
470,52,Q37_2,4
471,52,Q37_3,4
472,52,Q37_4,4
473,52,Q37_5,4
474,52,Q107__1,4
475,52,Q108__1,4
476,52,Q54_1,4
477,52,Q120,5
478,52,Q50,5
479,52,Q54_3,5
480,53,Q111,1
481,53,Q35,4
482,53,Q120,5
483,53,Q37_1,5
484,53,Q37_2,5
485,53,Q37_3,5
486,53,Q37_4,5
487,53,Q37_5,5
488,54,Q8,1
489,54,Q107,1
490,54,Q11,2
491,54,Q53_1,3
492,54,Q53_2,3
493,54,Q53_3,3
494,54,Q53_4,3
495,54,Q9,3
496,54,Q12,3
497,55,Q5,4
498,55,Q6_1,4
499,55,Q6_3,4
500,55,Q6_4,4
501,55,Q60,4
502,55,Q3,5
503,55,Q6_2,5
504,55,Q7,5
505,56,Q35,1
506,56,Q111,1
507,56,Q120,5
508,57,Q137,1
509,57,Q116__1,4
510,57,Q129,5
511,57,Q114_1,5
512,57,Q114_2,5
513,57,Q114_3,5
514,58,Q108,1
515,58,Q130,4
516,58,Q141,4
517,58,Q126,5
518,59,Q137,1
519,59,Q129,4
520,59,Q116__1,4
521,60,Q108,1
522,60,Q141,1
523,60,Q130,3
524,60,Q6_3,3
525,60,Q6_4,3
526,60,Q126,4
527,60,Q3,4
528,60,Q5,4
529,60,Q6_1,4
530,60,Q6_2,4
531,60,Q7,4
532,60,Q60,4
533,61,Q135,4
534,61,Q3,4
535,61,Q5,4
536,61,Q6_1,4
537,61,Q6_2,4
538,61,Q6_3,4
539,61,Q6_4,4
540,61,Q7,4
541,61,Q60,4
542,61,Q132,5
543,61,Q91_1,5
544,61,Q91_2,5
545,61,Q91_3,5
546,61,Q115,5
547,62,Q120,1
548,62,Q37_5,1
549,62,Q111,1
550,62,Q37_1,2
551,62,Q37_3,2
552,62,Q37_4,2
553,62,Q37_2,3
554,62,Q35,4
555,63,Q126,1
556,63,Q108,1
557,63,Q141,1
558,63,Q130,2
559,63,Q108__1,3
560,63,Q106_1,5
561,63,Q106_2,5
562,63,Q106_3,5
563,63,Q114,5
564,63,Q50,5
565,64,Q53_1,5
566,64,Q53_2,5
567,64,Q53_3,5
568,64,Q55,5
569,65,Q35,1
570,65,Q111,1
571,65,Q120,5
572,66,Q107__1,3
573,66,Q53_1,5
574,66,Q53_2,5
575,66,Q53_3,5
576,66,Q53_4,5
577,66,Q114,5
578,66,Q108__1,5
579,66,Q50,5
580,66,Q54_1,5
581,66,Q54_2,5
582,66,Q54_3,5
583,66,Q54_4,5
584,66,Q54_5,5
585,67,Q108,1
586,67,Q141,1
587,67,Q106_2,3
588,67,Q126,3
589,67,Q130,5
590,68,Q35,1
591,68,Q111,1
592,68,Q40,4
593,68,Q15,4
594,68,Q34,4
595,68,Q120,5
596,68,Q20,5
597,68,Q24,5
598,69,Q111,1
599,69,Q120,4
600,69,Q35,4
601,69,Q37_1,4
602,69,Q37_2,4
603,69,Q37_3,4
604,69,Q37_4,4
605,69,Q37_5,5
606,70,Q111,1
607,70,Q55,4
608,70,Q35,4
609,70,Q37_1,4
610,70,Q37_2,4
611,70,Q37_3,4
612,70,Q37_4,4
613,70,Q37_5,4
614,70,Q120,5
615,71,Q35,1
616,71,Q112__1,3
617,71,Q107__1,3
618,71,Q48,3
619,71,Q54_1,3
620,71,Q54_2,3
621,71,Q54_3,3
622,71,Q54_4,3
623,71,Q54_5,3
624,71,Q111,4
625,71,Q120,5
626,71,Q114,5
627,71,Q108__1,5
628,71,Q50,5
629,72,Q137,1
630,72,Q116__1,4
631,72,Q5,4
632,72,Q60,4
633,72,Q129,5
634,72,Q114_1,5
635,72,Q114_2,5
636,72,Q114_3,5
637,72,Q3,5
638,72,Q6_1,5
639,72,Q6_2,5
640,72,Q6_3,5
641,72,Q6_4,5
642,72,Q7,5
643,73,Q11,1
644,73,Q12,2
645,73,Q9,3
646,73,Q8,4
647,73,Q107,4
648,73,Q105,4
649,73,Q106,4
650,74,Q107__1,2
651,74,Q111,1
652,74,Q37_1,3
653,74,Q37_5,3
654,74,Q114,3
655,74,Q108__1,3
656,74,Q54_1,3
657,74,Q54_2,3
658,74,Q54_3,3
659,74,Q54_4,3
660,74,Q54_5,3
661,74,Q120,4
662,74,Q35,4
663,74,Q37_2,5
664,74,Q37_3,5
665,74,Q37_4,5
666,74,Q50,5
667,75,Q135,1
668,75,Q132,3
669,75,Q94,3
670,75,Q91_1,3
671,75,Q91_2,3
672,75,Q91_3,3
673,75,Q95,3
674,76,Q137,1
675,76,Q116__1,4
676,76,Q129,5
677,76,Q114_1,5
678,76,Q114_2,5
679,76,Q114_3,5
680,77,Q35,1
681,77,Q111,1
682,77,Q120,3
683,78,Q35,1
684,78,Q111,1
685,78,Q53_1,5
686,78,Q53_2,5
687,78,Q53_3,5
688,78,Q53_4,5
689,78,Q120,5
690,79,Q53_1,3
691,79,Q3,4
692,79,Q5,4
693,79,Q6_3,4
694,79,Q7,4
695,79,Q60,4
696,79,Q6_1,5
697,79,Q6_2,5
698,79,Q6_4,5
699,80,Q108,1
700,80,Q141,1
701,80,Q137,1
702,80,Q116__1,4
703,80,Q130,5
704,80,Q106_1,5
705,80,Q106_2,5
706,80,Q106_3,5
707,80,Q126,5
708,80,Q129,5
709,80,Q114_1,5
710,80,Q114_2,5
711,80,Q114_3,5
712,82,Q129,1
713,82,Q114_1,1
714,82,Q114_3,1
715,82,Q116__1,1
716,82,Q114_2,3
717,82,Q137,4
718,83,Q108,1
719,83,Q141,1
720,83,Q130,3
721,83,Q106_1,3
722,83,Q126,4
723,84,Q107,1
724,84,Q11,2
725,84,Q12,2
726,84,Q8,3
727,84,Q9,5
728,85,Q108,1
729,85,Q141,1
730,85,Q35,1
731,85,Q111,1
732,85,Q126,4
733,85,Q130,5
734,85,Q106_2,5
735,85,Q106_3,5
736,85,Q120,5
737,86,Q35,1
738,86,Q111,1
739,86,Q53_1,5
740,86,Q53_2,5
741,86,Q53_3,5
742,86,Q53_4,5
743,86,Q55,5
744,86,Q120,5
745,87,Q107__1,3
746,87,Q114,4
747,87,Q108__1,4
748,87,Q54_1,4
749,87,Q54_2,4
750,87,Q54_3,4
751,87,Q54_4,4
752,87,Q54_5,4
753,87,Q50,5
754,88,Q52,2
755,88,Q53_3,3
756,88,Q53_4,3
757,88,Q48,3
758,88,Q107__1,4
759,88,Q55,5
760,88,Q114,5
761,88,Q108__1,5
762,89,Q50,2
763,89,Q15,1
764,89,Q48,2
765,89,Q107__1,3
766,89,Q40,5
767,89,Q114,5
768,89,Q108__1,5
769,90,Q53_1,1
770,90,Q53_2,1
771,90,Q53_3,1
772,90,Q53_4,1
773,90,Q55,5
774,91,Q5,4
775,91,Q60,4
776,91,Q3,5
777,91,Q6_1,5
778,91,Q6_2,5
779,91,Q6_3,5
780,91,Q6_4,5
781,91,Q7,5
782,92,Q108,1
783,92,Q141,1
784,92,Q130,5
785,92,Q126,5
786,93,Q53_3,3
787,93,Q53_4,3
788,93,Q55,4
789,94,Q34,1
790,94,Q40,3
791,94,Q15,4
792,94,Q18,4
793,94,Q53_1,5
794,94,Q53_2,5
795,94,Q53_3,5
796,94,Q53_4,5
797,94,Q55,5
798,94,Q24,5
799,95,Q35,1
800,95,Q111,1
801,95,Q114,3
802,95,Q108__1,3
803,95,Q120,5
804,96,Q108,1
805,96,Q141,1
806,96,Q48,2
807,96,Q114,3
808,96,Q107__1,3
809,96,Q108__1,3
810,96,Q130,4
811,96,Q126,4
812,96,Q50,5
813,97,Q12,2
814,97,Q107,4
815,97,Q106,4
816,97,Q8,5
817,97,Q9,5
818,97,Q11,5
819,97,Q105,5
820,98,Q108,1
821,98,Q141,1
822,98,Q35,1
823,98,Q111,1
824,98,Q126,3
825,98,Q130,5
826,98,Q120,5
827,99,Q108,1
828,99,Q141,1
829,99,Q114,2
830,99,Q48,2
831,99,Q107__1,3
832,99,Q130,4
833,99,Q126,4
834,99,Q54_1,4
835,99,Q54_2,4
836,99,Q54_4,4
837,99,Q54_5,4
838,99,Q106_1,5
839,99,Q106_2,5
840,99,Q106_3,5
841,99,Q108__1,5
842,99,Q50,5
843,99,Q54_3,5
844,100,Q35,1
845,100,Q50,1
846,100,Q52,2
847,100,Q107__1,3
848,100,Q111,4
849,100,Q120,5
850,100,Q112__1,5
851,100,Q114,5
852,100,Q108__1,5
853,101,Q137,1
854,101,Q15,1
855,101,Q116__1,4
856,101,Q129,5
857,101,Q114_1,5
858,101,Q114_2,5
859,101,Q114_3,5
860,101,Q40,5
861,102,Q137,1
862,102,Q107,1
863,102,Q12,2
864,102,Q116__1,3
865,102,Q9,3
866,102,Q11,3
867,102,Q8,4
868,102,Q129,5
869,102,Q114_1,5
870,102,Q114_2,5
871,102,Q114_3,5
872,103,Q108,1
873,103,Q141,1
874,103,Q137,1
875,103,Q116__1,4
876,103,Q130,5
877,103,Q106_1,5
878,103,Q106_2,5
879,103,Q106_3,5
880,103,Q126,5
881,103,Q129,5
882,103,Q114_1,5
883,103,Q114_2,5
884,103,Q114_3,5
885,104,Q137,1
886,104,Q53_1,3
887,104,Q129,4
888,104,Q116__1,4
889,105,Q100,1
890,105,Q138,1
891,105,Q96,2
892,105,Q134,2
893,105,Q109,3
894,105,Q102_1,3
895,105,Q102_4,3
896,105,Q12,3
897,105,Q131,4
898,105,Q104,4
899,105,Q8,4
900,105,Q11,4
901,105,Q107,4
902,105,Q105,4
903,105,Q106,4
904,105,Q9,5
905,106,Q109,2
906,106,Q131,2
907,106,Q96,2
908,106,Q134,3
909,106,Q100,4
910,106,Q104,4
911,106,Q138,4
912,106,Q102_1,5
913,106,Q102_3,5
914,106,Q102_4,5
915,107,Q107__1,2
916,107,Q48,2
917,107,Q114,5
918,107,Q108__1,5
919,107,Q50,5
920,107,Q54_1,5
921,107,Q54_2,5
922,107,Q54_3,5
923,107,Q54_4,5
924,107,Q54_5,5
925,108,Q137,1
926,108,Q12,1
927,108,Q107,1
928,108,Q9,2
929,108,Q116__1,4
930,108,Q8,4
931,108,Q11,4
932,108,Q129,5
933,108,Q114_1,5
934,108,Q114_2,5
935,108,Q114_3,5
936,109,Q107__1,3
937,109,Q48,3
938,109,Q5,4
939,109,Q60,4
940,109,Q54_1,4
941,109,Q3,5
942,109,Q6_1,5
943,109,Q6_2,5
944,109,Q6_3,5
945,109,Q6_4,5
946,109,Q7,5
947,109,Q114,5
948,109,Q108__1,5
949,109,Q50,5
950,109,Q54_2,5
951,109,Q54_3,5
952,109,Q54_4,5
953,109,Q54_5,5
954,110,Q108,1
955,110,Q141,1
956,110,Q48,2
957,110,Q114,3
958,110,Q108__1,3
959,110,Q130,4
960,110,Q126,4
961,110,Q107__1,4
962,110,Q54_3,4
963,110,Q54_4,4
964,110,Q50,5
965,110,Q54_1,5
966,110,Q54_2,5
967,111,Q40,1
968,111,Q15,1
969,112,Q35,1
970,112,Q111,1
971,112,Q120,5
972,113,Q137,1
973,113,Q11,1
974,113,Q107,1
975,113,Q114_3,3
976,113,Q116__1,3
977,113,Q129,4
978,113,Q8,4
979,113,Q12,4
980,113,Q9,5
981,114,Q53_4,1
982,114,Q108,1
983,114,Q141,1
984,114,Q53_1,3
985,114,Q53_2,3
986,114,Q53_3,3
987,114,Q130,3
988,114,Q106_1,3
989,114,Q106_2,3
990,114,Q106_3,3
991,114,Q126,3
992,115,Q107__1,3
993,115,Q48,3
994,115,Q114,4
995,115,Q108__1,4
996,115,Q50,5
997,115,Q54_1,5
998,115,Q54_2,5
999,115,Q54_3,5
1000,115,Q54_4,5
1001,115,Q54_5,5
1002,116,Q137,1
1003,116,Q15,1
1004,116,Q116__1,4
1005,116,Q129,5
1006,116,Q40,5
1007,117,Q53_1,1
1008,117,Q53_2,1
1009,117,Q53_3,1
1010,117,Q53_4,1
1011,118,Q53_4,3
1012,119,Q111,1
1013,119,Q37_2,3
1014,119,Q37_3,3
1015,119,Q37_5,3
1016,119,Q55,4
1017,119,Q35,4
1018,119,Q37_4,4
1019,119,Q120,5
1020,119,Q37_1,5
1021,120,Q137,1
1022,120,Q53_4,3
1023,120,Q114_3,3
1024,120,Q116__1,4
1025,120,Q129,5
1026,121,Q132,1
1027,121,Q94,3
1028,121,Q115,3
1029,121,Q95,3
1030,121,Q135,4
1031,121,Q91_1,5
1032,121,Q91_2,5
1033,121,Q91_3,5
1034,122,Q137,1
1035,122,Q116__1,4
1036,122,Q129,5
1037,123,Q112,2
1038,123,Q50,2
1039,123,Q52,2
1040,123,Q141,1
1041,123,Q107__1,3
1042,123,Q108,4
1043,123,Q110,4
1044,123,Q130,5
1045,123,Q106_1,5
1046,123,Q106_2,5
1047,123,Q106_3,5
1048,123,Q126,5
1049,124,Q137,1
1050,124,Q114_2,3
1051,124,Q114_3,3
1052,124,Q9,3
1053,124,Q11,3
1054,124,Q116__1,4
1055,124,Q8,4
1056,124,Q12,4
1057,124,Q107,4
1058,124,Q105,4
1059,124,Q106,4
1060,124,Q129,5
1061,125,Q108,1
1062,125,Q141,1
1063,125,Q130,2
1064,125,Q106_3,3
1065,125,Q126,4
1066,126,Q108,1
1067,126,Q141,1
1068,126,Q35,1
1069,126,Q111,1
1070,126,Q126,3
1071,126,Q130,4
1072,126,Q120,5
1073,127,Q137,1
1074,127,Q35,1
1075,127,Q111,1
1076,127,Q129,3
1077,127,Q116__1,3
1078,127,Q120,4
1079,128,Q35,1
1080,128,Q111,1
1081,128,Q40,3
1082,128,Q15,4
1083,128,Q18,4
1084,128,Q20,4
1085,128,Q34,4
1086,128,Q120,5
1087,129,Q15,1
1088,129,Q40,3
1089,130,Q108,1
1090,130,Q141,1
1091,130,Q130,5
1092,130,Q126,5
1093,131,Q35,1
1094,131,Q111,1
1095,131,Q107__1,3
1096,131,Q48,4
1097,131,Q120,5
1098,131,Q114,5
1099,131,Q108__1,5
1100,132,Q15,1
1101,132,Q40,5
1102,133,Q50,2
1103,133,Q114_1,1
1104,133,Q114_2,1
1105,133,Q114_3,1
1106,133,Q137,1
1107,133,Q48,2
1108,133,Q52,2
1109,133,Q116__1,3
1110,133,Q114,3
1111,133,Q107__1,3
1112,133,Q129,5
1113,133,Q108__1,5
1114,134,Q15,1
1115,134,Q40,5
1116,135,Q3,1
1117,135,Q5,1
1118,135,Q7,1
1119,135,Q60,4
1120,135,Q6_1,5
1121,136,Q53_3,3
1122,137,Q108,1
1123,137,Q141,1
1124,137,Q35,1
1125,137,Q111,1
1126,137,Q120,2
1127,137,Q106_1,3
1128,137,Q106_2,3
1129,137,Q130,4
1130,137,Q126,4
1131,138,Q53_1,1
1132,138,Q53_2,3
1133,138,Q53_4,3
1134,139,Q35,1
1135,139,Q111,1
1136,139,Q120,5
1137,140,Q107__1,3
1138,140,Q48,3
1139,140,Q114,4
1140,140,Q108__1,4
1141,141,Q107__1,2
1142,141,Q5,3
1143,141,Q114,3
1144,141,Q108__1,3
1145,141,Q3,4
1146,141,Q6_1,4
1147,141,Q6_2,4
1148,141,Q7,4
1149,141,Q60,4
1150,141,Q48,4
1151,141,Q54_1,4
1152,141,Q54_2,4
1153,141,Q54_3,4
1154,141,Q54_4,4
1155,141,Q54_5,4
1156,141,Q6_3,5
1157,141,Q6_4,5
1158,141,Q50,5
1159,142,Q108,1
1160,142,Q141,1
1161,142,Q130,5
1162,142,Q106_1,5
1163,142,Q106_2,5
1164,142,Q106_3,5
1165,142,Q126,5
1166,143,Q132,2
1167,143,Q91_1,2
1168,143,Q91_2,3
1169,143,Q91_3,3
1170,143,Q114,3
1171,143,Q94,4
1172,144,Q5,4
1173,144,Q6_3,4
1174,144,Q60,4
1175,144,Q3,5
1176,144,Q6_1,5
1177,144,Q6_2,5
1178,144,Q6_4,5
1179,144,Q7,5
1180,145,Q3,1
1181,145,Q5,1
1182,145,Q6_1,1
1183,145,Q6_2,1
1184,145,Q6_3,1
1185,145,Q6_4,1
1186,145,Q60,1
1187,145,Q54_4,1
1188,145,Q7,2
1189,145,Q54_3,2
1190,145,Q54_5,2
1191,145,Q114,3
1192,145,Q107__1,3
1193,145,Q108__1,3
1194,145,Q48,3
1195,145,Q54_1,3
1196,145,Q54_2,3
1197,145,Q50,5
1198,146,Q35,1
1199,146,Q111,1
1200,146,Q107,1
1201,146,Q12,2
1202,146,Q11,3
1203,146,Q8,4
1204,146,Q120,5
1205,146,Q9,5
1206,147,Q35,1
1207,147,Q111,1
1208,147,Q116__1,3
1209,147,Q129,4
1210,147,Q137,4
1211,147,Q120,4
1212,148,Q137,1
1213,148,Q129,4
1214,148,Q116__1,4
1215,149,Q120,1
1216,149,Q35,1
1217,149,Q111,1
1218,149,Q114,1
1219,149,Q108__1,1
1220,149,Q48,1
1221,149,Q50,1
1222,149,Q52,2
1223,150,Q107__1,2
1224,150,Q54_1,1
1225,150,Q114,5
1226,150,Q108__1,5
1227,150,Q50,5
1228,151,Q53_1,3
1229,151,Q53_2,3
1230,151,Q53_3,3
1231,151,Q53_4,5
1232,152,Q108,1
1233,152,Q141,1
1234,152,Q35,1
1235,152,Q111,1
1236,152,Q126,4
1237,152,Q130,5
1238,152,Q120,5
1239,153,Q107,1
1240,153,Q8,3
1241,153,Q12,3
1242,153,Q11,4
1243,153,Q9,5
1244,154,Q108,1
1245,154,Q141,1
1246,154,Q130,3
1247,154,Q106_1,3
1248,154,Q106_2,3
1249,154,Q106_3,3
1250,154,Q126,3
1251,155,Q108,1
1252,155,Q141,1
1253,155,Q126,4
1254,155,Q40,4
1255,155,Q15,4
1256,155,Q20,4
1257,155,Q24,4
1258,155,Q34,4
1259,155,Q130,5
1260,155,Q106_1,5
